internship_id,title,company,domain,description,required_skills,location,duration,stipend,is_active,application_deadline,is_accepting_applications,employee_count,headquarters,industry
INT_0905,Marketing Intern,ONGC,marketing,Internship opportunity in Marketing at ONGC.,"seo, digital marketing",delhi,12 months,5000,True,2025-11-03,True,30000,Delhi,Energy & Exploration
INT_0906,Cloud Computing Intern,Infosys,cloud computing,Internship opportunity in Cloud Computing at Infosys.,"azure, aws",bangalore,12 months,5000,True,2025-12-11,True,250000,Bangalore,IT Services
INT_0907,Data Science Intern,ONGC,data science,Internship opportunity in Data Science at ONGC.,"python, sql",delhi,12 months,5000,True,2025-10-20,True,30000,Delhi,Energy & Exploration
INT_0908,Cloud Computing Intern,Tata Consultancy Services,cloud computing,Internship opportunity in Cloud Computing at Tata Consultancy Services.,"azure, docker",mumbai,12 months,5000,True,2025-10-11,True,600000,Mumbai,IT Services
INT_0909,Web Development Intern,State Bank of India,web development,Internship opportunity in Web Development at State Bank of India.,"react, css",mumbai,12 months,5000,True,2025-10-23,True,250000,Mumbai,Banking & Finance
INT_0910,Data Science Intern,Tata Consultancy Services,data science,Internship opportunity in Data Science at Tata Consultancy Services.,"sql, machine learning",mumbai,12 months,5000,True,2025-11-10,True,600000,Mumbai,IT Services
INT_0911,Cloud Computing Intern,State Bank of India,cloud computing,Internship opportunity in Cloud Computing at State Bank of India.,"aws, docker",mumbai,12 months,5000,True,2025-12-05,True,250000,Mumbai,Banking & Finance
INT_0912,Data Science Intern,HCL Technologies,data science,Internship opportunity in Data Science at HCL Technologies.,"sql, python",noida,12 months,5000,True,2025-10-14,True,225000,Noida,IT Services
INT_0913,Data Science Intern,HDFC Bank,data science,Internship opportunity in Data Science at HDFC Bank.,"machine learning, python",mumbai,12 months,5000,True,2025-11-02,True,150000,Mumbai,Banking & Finance
INT_0914,Web Development Intern,Infosys,web development,Internship opportunity in Web Development at Infosys.,"css, javascript",bangalore,12 months,5000,True,2025-11-30,True,250000,Bangalore,IT Services
INT_0915,Finance Intern,Larsen & Toubro,finance,Internship opportunity in Finance at Larsen & Toubro.,"excel, accounting",mumbai,12 months,5000,True,2025-10-23,True,100000,Mumbai,Infrastructure & Engineering
INT_0916,Data Science Intern,ICICI Bank,data science,Internship opportunity in Data Science at ICICI Bank.,"python, sql",mumbai,12 months,5000,True,2025-10-02,True,125000,Mumbai,Banking & Finance
INT_0917,Cloud Computing Intern,ONGC,cloud computing,Internship opportunity in Cloud Computing at ONGC.,"docker, aws",delhi,12 months,5000,True,2025-12-04,True,30000,Delhi,Energy & Exploration
INT_0918,Marketing Intern,Reliance Industries,marketing,Internship opportunity in Marketing at Reliance Industries.,"digital marketing, seo",mumbai,12 months,5000,True,2025-10-22,True,300000,Mumbai,Energy & Petrochemicals
INT_0919,Data Science Intern,HCL Technologies,data science,Internship opportunity in Data Science at HCL Technologies.,"machine learning, python",noida,12 months,5000,True,2025-12-08,True,225000,Noida,IT Services
INT_0920,Data Science Intern,State Bank of India,data science,Internship opportunity in Data Science at State Bank of India.,"sql, machine learning",mumbai,12 months,5000,True,2025-11-26,True,250000,Mumbai,Banking & Finance
INT_0921,Cloud Computing Intern,HDFC Bank,cloud computing,Internship opportunity in Cloud Computing at HDFC Bank.,"aws, docker",mumbai,12 months,5000,True,2025-11-12,True,150000,Mumbai,Banking & Finance
INT_0922,Data Science Intern,State Bank of India,data science,Internship opportunity in Data Science at State Bank of India.,"python, sql",mumbai,12 months,5000,True,2025-11-22,True,250000,Mumbai,Banking & Finance
INT_0923,Cloud Computing Intern,Larsen & Toubro,cloud computing,Internship opportunity in Cloud Computing at Larsen & Toubro.,"azure, docker",mumbai,12 months,5000,True,2025-10-24,True,100000,Mumbai,Infrastructure & Engineering
INT_0924,Web Development Intern,Wipro,web development,Internship opportunity in Web Development at Wipro.,"react, html",bangalore,12 months,5000,True,2025-11-09,True,200000,Bangalore,IT Services
INT_0925,Marketing Intern,State Bank of India,marketing,Internship opportunity in Marketing at State Bank of India.,"content writing, seo",mumbai,12 months,5000,True,2025-10-06,True,250000,Mumbai,Banking & Finance
INT_0926,Cloud Computing Intern,Tata Consultancy Services,cloud computing,Internship opportunity in Cloud Computing at Tata Consultancy Services.,"azure, docker",mumbai,12 months,5000,True,2025-10-06,True,600000,Mumbai,IT Services
INT_0927,Cloud Computing Intern,Wipro,cloud computing,Internship opportunity in Cloud Computing at Wipro.,"docker, azure",bangalore,12 months,5000,True,2025-11-14,True,200000,Bangalore,IT Services
INT_0928,Marketing Intern,State Bank of India,marketing,Internship opportunity in Marketing at State Bank of India.,"digital marketing, seo",mumbai,12 months,5000,True,2025-11-16,True,250000,Mumbai,Banking & Finance
INT_0929,Web Development Intern,ICICI Bank,web development,Internship opportunity in Web Development at ICICI Bank.,"react, javascript",mumbai,12 months,5000,True,2025-11-04,True,125000,Mumbai,Banking & Finance
INT_0930,Web Development Intern,Wipro,web development,Internship opportunity in Web Development at Wipro.,"react, css",bangalore,12 months,5000,True,2025-11-02,True,200000,Bangalore,IT Services
INT_0931,Marketing Intern,HDFC Bank,marketing,Internship opportunity in Marketing at HDFC Bank.,"digital marketing, seo",mumbai,12 months,5000,True,2025-12-09,True,150000,Mumbai,Banking & Finance
INT_0932,Data Science Intern,ICICI Bank,data science,Internship opportunity in Data Science at ICICI Bank.,"python, machine learning",mumbai,12 months,5000,True,2025-10-23,True,125000,Mumbai,Banking & Finance
INT_0933,Marketing Intern,ONGC,marketing,Internship opportunity in Marketing at ONGC.,"content writing, digital marketing",delhi,12 months,5000,True,2025-10-06,True,30000,Delhi,Energy & Exploration
INT_0934,Web Development Intern,State Bank of India,web development,Internship opportunity in Web Development at State Bank of India.,"html, css",mumbai,12 months,5000,True,2025-10-11,True,250000,Mumbai,Banking & Finance
INT_0935,Data Science Intern,Wipro,data science,Internship opportunity in Data Science at Wipro.,"python, sql",bangalore,12 months,5000,True,2025-10-29,True,200000,Bangalore,IT Services
INT_0936,Finance Intern,HDFC Bank,finance,Internship opportunity in Finance at HDFC Bank.,"financial analysis, accounting",mumbai,12 months,5000,True,2025-10-14,True,150000,Mumbai,Banking & Finance
INT_0937,Cloud Computing Intern,ONGC,cloud computing,Internship opportunity in Cloud Computing at ONGC.,"aws, azure",delhi,12 months,5000,True,2025-10-25,True,30000,Delhi,Energy & Exploration
INT_0938,Data Science Intern,Infosys,data science,Internship opportunity in Data Science at Infosys.,"machine learning, sql",bangalore,12 months,5000,True,2025-11-25,True,250000,Bangalore,IT Services
INT_0939,Web Development Intern,HCL Technologies,web development,Internship opportunity in Web Development at HCL Technologies.,"css, javascript",noida,12 months,5000,True,2025-11-23,True,225000,Noida,IT Services
INT_0940,Web Development Intern,Infosys,web development,Internship opportunity in Web Development at Infosys.,"javascript, html",bangalore,12 months,5000,True,2025-10-08,True,250000,Bangalore,IT Services
INT_0941,Web Development Intern,State Bank of India,web development,Internship opportunity in Web Development at State Bank of India.,"css, react",mumbai,12 months,5000,True,2025-10-30,True,250000,Mumbai,Banking & Finance
INT_0942,Cloud Computing Intern,Tata Consultancy Services,cloud computing,Internship opportunity in Cloud Computing at Tata Consultancy Services.,"azure, docker",mumbai,12 months,5000,True,2025-11-29,True,600000,Mumbai,IT Services
INT_0943,Marketing Intern,ICICI Bank,marketing,Internship opportunity in Marketing at ICICI Bank.,"seo, digital marketing",mumbai,12 months,5000,True,2025-12-11,True,125000,Mumbai,Banking & Finance
INT_0944,Data Science Intern,Larsen & Toubro,data science,Internship opportunity in Data Science at Larsen & Toubro.,"machine learning, sql",mumbai,12 months,5000,True,2025-10-07,True,100000,Mumbai,Infrastructure & Engineering
INT_0945,Web Development Intern,Wipro,web development,Internship opportunity in Web Development at Wipro.,"javascript, css",bangalore,12 months,5000,True,2025-11-23,True,200000,Bangalore,IT Services
INT_0946,Cloud Computing Intern,State Bank of India,cloud computing,Internship opportunity in Cloud Computing at State Bank of India.,"aws, azure",mumbai,12 months,5000,True,2025-10-06,True,250000,Mumbai,Banking & Finance
INT_0947,Web Development Intern,State Bank of India,web development,Internship opportunity in Web Development at State Bank of India.,"react, html",mumbai,12 months,5000,True,2025-12-12,True,250000,Mumbai,Banking & Finance
INT_0948,Cloud Computing Intern,Wipro,cloud computing,Internship opportunity in Cloud Computing at Wipro.,"aws, docker",bangalore,12 months,5000,True,2025-10-23,True,200000,Bangalore,IT Services
INT_0949,Finance Intern,Tata Consultancy Services,finance,Internship opportunity in Finance at Tata Consultancy Services.,"accounting, financial analysis",mumbai,12 months,5000,True,2025-12-18,True,600000,Mumbai,IT Services
INT_0950,Cloud Computing Intern,ONGC,cloud computing,Internship opportunity in Cloud Computing at ONGC.,"docker, azure",delhi,12 months,5000,True,2025-10-23,True,30000,Delhi,Energy & Exploration
INT_0951,Cloud Computing Intern,HDFC Bank,cloud computing,Internship opportunity in Cloud Computing at HDFC Bank.,"aws, docker",mumbai,12 months,5000,True,2025-12-11,True,150000,Mumbai,Banking & Finance
INT_0952,Cloud Computing Intern,Wipro,cloud computing,Internship opportunity in Cloud Computing at Wipro.,"aws, azure",bangalore,12 months,5000,True,2025-11-11,True,200000,Bangalore,IT Services
INT_0953,Web Development Intern,ONGC,web development,Internship opportunity in Web Development at ONGC.,"javascript, html",delhi,12 months,5000,True,2025-11-17,True,30000,Delhi,Energy & Exploration
INT_0954,Finance Intern,State Bank of India,finance,Internship opportunity in Finance at State Bank of India.,"financial analysis, excel",mumbai,12 months,5000,True,2025-10-13,True,250000,Mumbai,Banking & Finance
INT_0955,Data Science Intern,Infosys,data science,Internship opportunity in Data Science at Infosys.,"sql, python",bangalore,12 months,5000,True,2025-11-04,True,250000,Bangalore,IT Services
INT_0956,Marketing Intern,Larsen & Toubro,marketing,Internship opportunity in Marketing at Larsen & Toubro.,"content writing, digital marketing",mumbai,12 months,5000,True,2025-11-12,True,100000,Mumbai,Infrastructure & Engineering
INT_0957,Web Development Intern,ONGC,web development,Internship opportunity in Web Development at ONGC.,"javascript, css",delhi,12 months,5000,True,2025-11-28,True,30000,Delhi,Energy & Exploration
INT_0958,Cloud Computing Intern,ONGC,cloud computing,Internship opportunity in Cloud Computing at ONGC.,"docker, azure",delhi,12 months,5000,True,2025-12-15,True,30000,Delhi,Energy & Exploration
INT_0959,Cloud Computing Intern,State Bank of India,cloud computing,Internship opportunity in Cloud Computing at State Bank of India.,"docker, azure",mumbai,12 months,5000,True,2025-10-01,True,250000,Mumbai,Banking & Finance
INT_0960,Web Development Intern,Larsen & Toubro,web development,Internship opportunity in Web Development at Larsen & Toubro.,"react, html",mumbai,12 months,5000,True,2025-10-26,True,100000,Mumbai,Infrastructure & Engineering
INT_0961,Data Science Intern,HDFC Bank,data science,Internship opportunity in Data Science at HDFC Bank.,"sql, machine learning",mumbai,12 months,5000,True,2025-11-10,True,150000,Mumbai,Banking & Finance
INT_0962,Cloud Computing Intern,HCL Technologies,cloud computing,Internship opportunity in Cloud Computing at HCL Technologies.,"aws, azure",noida,12 months,5000,True,2025-11-28,True,225000,Noida,IT Services
INT_0963,Cloud Computing Intern,Wipro,cloud computing,Internship opportunity in Cloud Computing at Wipro.,"azure, aws",bangalore,12 months,5000,True,2025-12-05,True,200000,Bangalore,IT Services
INT_0964,Finance Intern,State Bank of India,finance,Internship opportunity in Finance at State Bank of India.,"financial analysis, accounting",mumbai,12 months,5000,True,2025-11-06,True,250000,Mumbai,Banking & Finance
INT_0965,Finance Intern,HCL Technologies,finance,Internship opportunity in Finance at HCL Technologies.,"excel, financial analysis",noida,12 months,5000,True,2025-11-29,True,225000,Noida,IT Services
INT_0966,Cloud Computing Intern,Tata Consultancy Services,cloud computing,Internship opportunity in Cloud Computing at Tata Consultancy Services.,"aws, azure",mumbai,12 months,5000,True,2025-10-02,True,600000,Mumbai,IT Services
INT_0967,Data Science Intern,Infosys,data science,Internship opportunity in Data Science at Infosys.,"python, sql",bangalore,12 months,5000,True,2025-11-05,True,250000,Bangalore,IT Services
INT_0968,Finance Intern,HCL Technologies,finance,Internship opportunity in Finance at HCL Technologies.,"financial analysis, accounting",noida,12 months,5000,True,2025-10-03,True,225000,Noida,IT Services
INT_0969,Cloud Computing Intern,Tata Consultancy Services,cloud computing,Internship opportunity in Cloud Computing at Tata Consultancy Services.,"aws, docker",mumbai,12 months,5000,True,2025-12-01,True,600000,Mumbai,IT Services
INT_0970,Data Science Intern,HDFC Bank,data science,Internship opportunity in Data Science at HDFC Bank.,"machine learning, sql",mumbai,12 months,5000,True,2025-12-01,True,150000,Mumbai,Banking & Finance
INT_0971,Cloud Computing Intern,Tata Consultancy Services,cloud computing,Internship opportunity in Cloud Computing at Tata Consultancy Services.,"aws, azure",mumbai,12 months,5000,True,2025-10-22,True,600000,Mumbai,IT Services
INT_0972,Marketing Intern,Wipro,marketing,Internship opportunity in Marketing at Wipro.,"content writing, seo",bangalore,12 months,5000,True,2025-10-20,True,200000,Bangalore,IT Services
INT_0973,Cloud Computing Intern,Tata Consultancy Services,cloud computing,Internship opportunity in Cloud Computing at Tata Consultancy Services.,"docker, azure",mumbai,12 months,5000,True,2025-11-08,True,600000,Mumbai,IT Services
INT_0974,Cloud Computing Intern,State Bank of India,cloud computing,Internship opportunity in Cloud Computing at State Bank of India.,"azure, aws",mumbai,12 months,5000,True,2025-11-06,True,250000,Mumbai,Banking & Finance
